# MediaPipe Hand Trajectory Data
# Format: time(s) x(m) y(m) z(m) roll(rad) pitch(rad) yaw(rad)
# Duration: 9.939s, Samples: 282
# Max Linear Vel: 0.437 m/s, Max Angular Vel: 0.000 rad/s
# Max Linear Accel: 15.656 m/s^2, Max Angular Accel: 0.000 rad/s^2
# Total Distance: 1.257m, Total Rotation: 0.000rad
# Robot base frame: +x forward, +y left, +z up
# Recorded in ZY plane with fixed X
1.865183 0.471999 0.053209 0.444147 0.000000 0.000000 0.000000
1.896171 0.470916 0.056829 0.444608 0.000000 0.000000 0.000000
1.926998 0.469698 0.061020 0.445328 0.000000 0.000000 0.000000
1.958073 0.468274 0.066052 0.446392 0.000000 0.000000 0.000000
1.989636 0.467211 0.069886 0.447316 0.000000 0.000000 0.000000
2.021327 0.466127 0.074160 0.448870 0.000000 0.000000 0.000000
2.052300 0.464876 0.079129 0.450722 0.000000 0.000000 0.000000
2.114334 0.463884 0.082970 0.452026 0.000000 0.000000 0.000000
2.145237 0.463159 0.086700 0.454528 0.000000 0.000000 0.000000
2.176939 0.462380 0.090924 0.457573 0.000000 0.000000 0.000000
2.209018 0.461729 0.094373 0.459990 0.000000 0.000000 0.000000
2.630100 0.462518 0.101938 0.476772 0.000000 0.000000 0.000000
2.676481 0.463432 0.107472 0.490798 0.000000 0.000000 0.000000
2.708565 0.464156 0.111637 0.501538 0.000000 0.000000 0.000000
2.740091 0.465295 0.113906 0.511249 0.000000 0.000000 0.000000
2.771283 0.466866 0.114740 0.520790 0.000000 0.000000 0.000000
2.849911 0.468769 0.113640 0.528805 0.000000 0.000000 0.000000
2.898107 0.470385 0.112443 0.535173 0.000000 0.000000 0.000000
2.928852 0.472633 0.109334 0.541610 0.000000 0.000000 0.000000
2.959957 0.475141 0.105362 0.547944 0.000000 0.000000 0.000000
2.991037 0.477676 0.100876 0.553558 0.000000 0.000000 0.000000
3.022590 0.479671 0.097368 0.558008 0.000000 0.000000 0.000000
3.086002 0.483205 0.089306 0.562797 0.000000 0.000000 0.000000
3.134318 0.485830 0.083129 0.566038 0.000000 0.000000 0.000000
3.163980 0.488505 0.077152 0.569876 0.000000 0.000000 0.000000
3.230135 0.491815 0.068764 0.572958 0.000000 0.000000 0.000000
3.306728 0.495117 0.059786 0.575006 0.000000 0.000000 0.000000
3.355907 0.498386 0.050761 0.576808 0.000000 0.000000 0.000000
3.387595 0.501036 0.043264 0.577965 0.000000 0.000000 0.000000
3.406718 0.503784 0.035449 0.579092 0.000000 0.000000 0.000000
3.435091 0.505779 0.029581 0.579589 0.000000 0.000000 0.000000
3.466010 0.507756 0.023867 0.580247 0.000000 0.000000 0.000000
3.498199 0.509060 0.019833 0.580236 0.000000 0.000000 0.000000
3.529335 0.509322 0.018931 0.580083 0.000000 0.000000 0.000000
3.559961 0.510585 0.015351 0.580620 0.000000 0.000000 0.000000
3.592104 0.510704 0.015162 0.580918 0.000000 0.000000 0.000000
3.622865 0.512077 0.011733 0.582283 0.000000 0.000000 0.000000
3.654427 0.513658 0.007481 0.583344 0.000000 0.000000 0.000000
3.687010 0.515064 0.003430 0.583833 0.000000 0.000000 0.000000
3.718605 0.516516 -0.001300 0.583423 0.000000 0.000000 0.000000
3.747805 0.517968 -0.006206 0.582719 0.000000 0.000000 0.000000
3.780367 0.519522 -0.011331 0.582173 0.000000 0.000000 0.000000
3.810948 0.520435 -0.014533 0.581528 0.000000 0.000000 0.000000
3.842510 0.521321 -0.017582 0.581007 0.000000 0.000000 0.000000
3.874188 0.522117 -0.020650 0.579984 0.000000 0.000000 0.000000
3.906748 0.523173 -0.024597 0.578834 0.000000 0.000000 0.000000
3.938318 0.523831 -0.027678 0.577076 0.000000 0.000000 0.000000
3.969877 0.524252 -0.029961 0.575425 0.000000 0.000000 0.000000
4.002620 0.525349 -0.034180 0.574034 0.000000 0.000000 0.000000
4.033662 0.526453 -0.038177 0.573051 0.000000 0.000000 0.000000
4.097652 0.529925 -0.052627 0.566802 0.000000 0.000000 0.000000
4.146019 0.532822 -0.065149 0.560804 0.000000 0.000000 0.000000
4.176584 0.534927 -0.075121 0.554980 0.000000 0.000000 0.000000
4.206717 0.536660 -0.083376 0.550114 0.000000 0.000000 0.000000
4.238507 0.538254 -0.091382 0.544939 0.000000 0.000000 0.000000
4.269774 0.539427 -0.097458 0.540827 0.000000 0.000000 0.000000
4.300841 0.540472 -0.103325 0.536399 0.000000 0.000000 0.000000
4.332412 0.541316 -0.108930 0.531371 0.000000 0.000000 0.000000
4.363977 0.541909 -0.113228 0.527228 0.000000 0.000000 0.000000
4.395050 0.542510 -0.117913 0.522482 0.000000 0.000000 0.000000
4.427142 0.542961 -0.122505 0.517115 0.000000 0.000000 0.000000
4.456719 0.543316 -0.126095 0.512930 0.000000 0.000000 0.000000
4.488509 0.543417 -0.129283 0.508108 0.000000 0.000000 0.000000
4.519596 0.543476 -0.132564 0.502907 0.000000 0.000000 0.000000
4.550943 0.543409 -0.135537 0.497569 0.000000 0.000000 0.000000
4.613607 0.543401 -0.138072 0.493278 0.000000 0.000000 0.000000
4.645664 0.543217 -0.140359 0.488483 0.000000 0.000000 0.000000
4.676961 0.543225 -0.142502 0.484931 0.000000 0.000000 0.000000
4.707695 0.542851 -0.144127 0.480266 0.000000 0.000000 0.000000
4.739497 0.542600 -0.146607 0.474805 0.000000 0.000000 0.000000
4.772547 0.542450 -0.148877 0.470219 0.000000 0.000000 0.000000
4.802870 0.542152 -0.151350 0.464524 0.000000 0.000000 0.000000
4.834015 0.541597 -0.153538 0.457977 0.000000 0.000000 0.000000
4.866078 0.541158 -0.155060 0.453147 0.000000 0.000000 0.000000
4.897326 0.540302 -0.155529 0.447924 0.000000 0.000000 0.000000
4.914367 0.539132 -0.155331 0.442192 0.000000 0.000000 0.000000
4.975802 0.537986 -0.154462 0.437707 0.000000 0.000000 0.000000
5.007596 0.536360 -0.151166 0.434811 0.000000 0.000000 0.000000
5.037179 0.534335 -0.147216 0.430945 0.000000 0.000000 0.000000
5.068226 0.533120 -0.146558 0.425748 0.000000 0.000000 0.000000
5.099267 0.531914 -0.145784 0.420799 0.000000 0.000000 0.000000
5.162431 0.530830 -0.145330 0.415939 0.000000 0.000000 0.000000
5.209033 0.529394 -0.143298 0.411908 0.000000 0.000000 0.000000
5.238755 0.527432 -0.139457 0.408185 0.000000 0.000000 0.000000
5.269305 0.525939 -0.136871 0.404783 0.000000 0.000000 0.000000
5.300916 0.524373 -0.133615 0.402131 0.000000 0.000000 0.000000
5.331353 0.522432 -0.129208 0.399464 0.000000 0.000000 0.000000
5.362697 0.521170 -0.126631 0.397248 0.000000 0.000000 0.000000
5.394720 0.519428 -0.122536 0.395091 0.000000 0.000000 0.000000
5.424302 0.517585 -0.117773 0.393531 0.000000 0.000000 0.000000
5.455395 0.516290 -0.114429 0.392429 0.000000 0.000000 0.000000
5.489297 0.514706 -0.110044 0.391576 0.000000 0.000000 0.000000
5.520377 0.512861 -0.104685 0.391009 0.000000 0.000000 0.000000
5.566406 0.511396 -0.100392 0.390618 0.000000 0.000000 0.000000
5.598088 0.509728 -0.095313 0.390494 0.000000 0.000000 0.000000
5.629252 0.507584 -0.088645 0.390567 0.000000 0.000000 0.000000
5.660137 0.505881 -0.083380 0.390575 0.000000 0.000000 0.000000
5.692273 0.504175 -0.077921 0.390891 0.000000 0.000000 0.000000
5.722360 0.502212 -0.071542 0.391422 0.000000 0.000000 0.000000
5.769536 0.500658 -0.066590 0.391677 0.000000 0.000000 0.000000
5.800384 0.499115 -0.061459 0.392291 0.000000 0.000000 0.000000
5.831969 0.497296 -0.055361 0.393091 0.000000 0.000000 0.000000
5.863074 0.495659 -0.050115 0.393411 0.000000 0.000000 0.000000
5.894127 0.494213 -0.045144 0.394259 0.000000 0.000000 0.000000
5.925442 0.492427 -0.039109 0.395127 0.000000 0.000000 0.000000
5.956588 0.490773 -0.033649 0.395713 0.000000 0.000000 0.000000
5.987647 0.489232 -0.028182 0.396902 0.000000 0.000000 0.000000
6.020821 0.487280 -0.021487 0.398020 0.000000 0.000000 0.000000
6.065000 0.485628 -0.015995 0.398668 0.000000 0.000000 0.000000
6.096532 0.484090 -0.010558 0.399822 0.000000 0.000000 0.000000
6.128096 0.482192 -0.004172 0.400698 0.000000 0.000000 0.000000
6.174946 0.480708 0.000780 0.401314 0.000000 0.000000 0.000000
6.206607 0.479249 0.005915 0.402369 0.000000 0.000000 0.000000
6.238225 0.477787 0.011134 0.403552 0.000000 0.000000 0.000000
6.270387 0.476521 0.015521 0.404352 0.000000 0.000000 0.000000
6.301120 0.475172 0.020356 0.405471 0.000000 0.000000 0.000000
6.332407 0.473706 0.025421 0.406372 0.000000 0.000000 0.000000
6.362691 0.472647 0.029113 0.407074 0.000000 0.000000 0.000000
6.393913 0.471455 0.033158 0.407685 0.000000 0.000000 0.000000
6.425518 0.470667 0.035885 0.408177 0.000000 0.000000 0.000000
6.457420 0.469733 0.039071 0.408679 0.000000 0.000000 0.000000
6.488330 0.468805 0.042095 0.408944 0.000000 0.000000 0.000000
6.519369 0.467908 0.045034 0.409229 0.000000 0.000000 0.000000
6.565926 0.467165 0.047492 0.409501 0.000000 0.000000 0.000000
6.597584 0.466245 0.050418 0.409640 0.000000 0.000000 0.000000
6.629145 0.465607 0.052517 0.409859 0.000000 0.000000 0.000000
6.660676 0.465042 0.054322 0.409957 0.000000 0.000000 0.000000
6.692290 0.464505 0.056108 0.410171 0.000000 0.000000 0.000000
6.723982 0.464034 0.057613 0.410253 0.000000 0.000000 0.000000
6.786682 0.463666 0.058785 0.410313 0.000000 0.000000 0.000000
6.817124 0.463450 0.059523 0.410433 0.000000 0.000000 0.000000
6.849196 0.463317 0.059985 0.410521 0.000000 0.000000 0.000000
6.872757 0.463264 0.060115 0.410460 0.000000 0.000000 0.000000
6.895793 0.463255 0.060104 0.410395 0.000000 0.000000 0.000000
6.927876 0.463342 0.059919 0.410538 0.000000 0.000000 0.000000
6.975071 0.463384 0.059843 0.410626 0.000000 0.000000 0.000000
7.006694 0.463366 0.060061 0.410899 0.000000 0.000000 0.000000
7.038762 0.463384 0.060332 0.411447 0.000000 0.000000 0.000000
7.055399 0.463285 0.060965 0.411997 0.000000 0.000000 0.000000
7.085470 0.463737 0.060140 0.412956 0.000000 0.000000 0.000000
7.116388 0.464542 0.058329 0.414091 0.000000 0.000000 0.000000
7.178656 0.465190 0.056867 0.414996 0.000000 0.000000 0.000000
7.209874 0.466141 0.054770 0.416404 0.000000 0.000000 0.000000
7.241949 0.466737 0.053523 0.417402 0.000000 0.000000 0.000000
7.273520 0.467825 0.051267 0.419254 0.000000 0.000000 0.000000
7.304697 0.468915 0.049409 0.421790 0.000000 0.000000 0.000000
7.336825 0.470905 0.045068 0.424818 0.000000 0.000000 0.000000
7.368443 0.472364 0.041920 0.427098 0.000000 0.000000 0.000000
7.399436 0.474623 0.036795 0.430206 0.000000 0.000000 0.000000
7.430596 0.477242 0.030674 0.433514 0.000000 0.000000 0.000000
7.463677 0.479176 0.026021 0.435727 0.000000 0.000000 0.000000
7.494132 0.481935 0.018950 0.438162 0.000000 0.000000 0.000000
7.526712 0.483977 0.013849 0.440191 0.000000 0.000000 0.000000
7.556563 0.486164 0.008772 0.443004 0.000000 0.000000 0.000000
7.589866 0.488741 0.002796 0.446334 0.000000 0.000000 0.000000
7.636177 0.490762 -0.001970 0.448813 0.000000 0.000000 0.000000
7.667739 0.492791 -0.006249 0.452147 0.000000 0.000000 0.000000
7.698869 0.495159 -0.011333 0.455893 0.000000 0.000000 0.000000
7.730569 0.497685 -0.016698 0.459981 0.000000 0.000000 0.000000
7.762469 0.499605 -0.020834 0.462993 0.000000 0.000000 0.000000
7.794058 0.501732 -0.025566 0.466079 0.000000 0.000000 0.000000
7.826718 0.504157 -0.031068 0.469414 0.000000 0.000000 0.000000
7.873170 0.505996 -0.035233 0.471960 0.000000 0.000000 0.000000
7.903636 0.507979 -0.039741 0.474674 0.000000 0.000000 0.000000
7.935859 0.509535 -0.043236 0.476874 0.000000 0.000000 0.000000
7.965887 0.511352 -0.047169 0.479690 0.000000 0.000000 0.000000
7.997108 0.513321 -0.051359 0.482867 0.000000 0.000000 0.000000
8.028154 0.514822 -0.054400 0.485543 0.000000 0.000000 0.000000
8.060743 0.516283 -0.057202 0.488416 0.000000 0.000000 0.000000
8.091752 0.517568 -0.059547 0.491140 0.000000 0.000000 0.000000
8.122811 0.518553 -0.061290 0.493320 0.000000 0.000000 0.000000
8.169380 0.519244 -0.062434 0.494983 0.000000 0.000000 0.000000
8.201755 0.519782 -0.063290 0.496339 0.000000 0.000000 0.000000
8.233320 0.520157 -0.063879 0.497294 0.000000 0.000000 0.000000
8.265716 0.520149 -0.063432 0.498000 0.000000 0.000000 0.000000
8.296483 0.519704 -0.061725 0.498560 0.000000 0.000000 0.000000
8.328051 0.519408 -0.060511 0.499062 0.000000 0.000000 0.000000
8.359128 0.518513 -0.057405 0.499634 0.000000 0.000000 0.000000
8.391199 0.517355 -0.053472 0.500232 0.000000 0.000000 0.000000
8.423266 0.516496 -0.050528 0.500719 0.000000 0.000000 0.000000
8.454355 0.515126 -0.045883 0.501412 0.000000 0.000000 0.000000
8.485422 0.513318 -0.039831 0.502192 0.000000 0.000000 0.000000
8.516507 0.511270 -0.033020 0.503011 0.000000 0.000000 0.000000
8.596165 0.509806 -0.028160 0.503577 0.000000 0.000000 0.000000
8.628045 0.507872 -0.021709 0.504376 0.000000 0.000000 0.000000
8.657595 0.506447 -0.016943 0.504989 0.000000 0.000000 0.000000
8.689153 0.504658 -0.010725 0.506147 0.000000 0.000000 0.000000
8.719903 0.502666 -0.003629 0.507728 0.000000 0.000000 0.000000
8.752972 0.501230 0.001592 0.509047 0.000000 0.000000 0.000000
8.782101 0.499411 0.008228 0.510754 0.000000 0.000000 0.000000
8.813687 0.497186 0.016249 0.512681 0.000000 0.000000 0.000000
8.845246 0.495578 0.022250 0.514414 0.000000 0.000000 0.000000
8.876811 0.493797 0.028973 0.516466 0.000000 0.000000 0.000000
8.907359 0.491814 0.036271 0.518430 0.000000 0.000000 0.000000
8.939200 0.489839 0.043588 0.520471 0.000000 0.000000 0.000000
8.985160 0.488368 0.049146 0.522174 0.000000 0.000000 0.000000
9.015652 0.486743 0.055001 0.523577 0.000000 0.000000 0.000000
9.047183 0.485569 0.059315 0.524728 0.000000 0.000000 0.000000
9.077884 0.484423 0.063469 0.525762 0.000000 0.000000 0.000000
9.108962 0.483325 0.067562 0.526937 0.000000 0.000000 0.000000
9.141924 0.482429 0.070918 0.527922 0.000000 0.000000 0.000000
9.172479 0.481567 0.074022 0.528663 0.000000 0.000000 0.000000
9.203857 0.480700 0.077033 0.529220 0.000000 0.000000 0.000000
9.234905 0.480057 0.079228 0.529574 0.000000 0.000000 0.000000
9.266465 0.479464 0.081242 0.529878 0.000000 0.000000 0.000000
9.298200 0.478976 0.082881 0.530099 0.000000 0.000000 0.000000
9.329936 0.478580 0.084211 0.530279 0.000000 0.000000 0.000000
9.361213 0.478253 0.085179 0.530206 0.000000 0.000000 0.000000
9.392324 0.478069 0.085409 0.529638 0.000000 0.000000 0.000000
9.438347 0.477961 0.085426 0.529106 0.000000 0.000000 0.000000
9.469873 0.477993 0.084640 0.527955 0.000000 0.000000 0.000000
9.501509 0.478285 0.082616 0.526073 0.000000 0.000000 0.000000
9.532161 0.478480 0.081274 0.524833 0.000000 0.000000 0.000000
9.563808 0.478913 0.078778 0.522890 0.000000 0.000000 0.000000
9.594600 0.479574 0.075120 0.520176 0.000000 0.000000 0.000000
9.624855 0.480097 0.072254 0.518076 0.000000 0.000000 0.000000
9.655729 0.480923 0.068056 0.515316 0.000000 0.000000 0.000000
9.686753 0.481943 0.062956 0.512044 0.000000 0.000000 0.000000
9.732654 0.482693 0.059104 0.509469 0.000000 0.000000 0.000000
9.763833 0.483632 0.054291 0.506262 0.000000 0.000000 0.000000
9.796521 0.484737 0.048795 0.502767 0.000000 0.000000 0.000000
9.827188 0.485563 0.044743 0.500246 0.000000 0.000000 0.000000
9.857892 0.486572 0.040039 0.497584 0.000000 0.000000 0.000000
9.889130 0.487812 0.034573 0.494841 0.000000 0.000000 0.000000
9.919384 0.488760 0.030357 0.492678 0.000000 0.000000 0.000000
9.950503 0.489888 0.025427 0.490252 0.000000 0.000000 0.000000
9.982035 0.491093 0.020015 0.487418 0.000000 0.000000 0.000000
