# MediaPipe Hand Trajectory Data
# Format: time(s) x(m) y(m) z(m) roll(rad) pitch(rad) yaw(rad)
# Duration: 7.798s, Samples: 214
# Max Linear Vel: 1.030 m/s, Max Angular Vel: 0.000 rad/s
# Max Linear Accel: 14.257 m/s^2, Max Angular Accel: 0.000 rad/s^2
# Total Distance: 1.159m, Total Rotation: 0.000rad
# Robot base frame: +x forward, +y left, +z up
# Recorded in ZY plane with fixed X
3.359424 0.500000 0.073908 0.464239 0.000000 0.000000 0.000000
3.390625 0.500000 0.081172 0.463084 0.000000 0.000000 0.000000
3.421369 0.500000 0.089386 0.462173 0.000000 0.000000 0.000000
3.482622 0.500000 0.095524 0.461469 0.000000 0.000000 0.000000
3.514985 0.500000 0.102557 0.461024 0.000000 0.000000 0.000000
3.546107 0.500000 0.109955 0.461328 0.000000 0.000000 0.000000
3.577064 0.500000 0.115487 0.461473 0.000000 0.000000 0.000000
3.608138 0.500000 0.121639 0.462539 0.000000 0.000000 0.000000
3.639905 0.500000 0.126156 0.463307 0.000000 0.000000 0.000000
3.671020 0.500000 0.131503 0.464720 0.000000 0.000000 0.000000
3.702227 0.500000 0.136094 0.467182 0.000000 0.000000 0.000000
3.732155 0.500000 0.139271 0.468917 0.000000 0.000000 0.000000
3.762673 0.500000 0.142764 0.471735 0.000000 0.000000 0.000000
3.793496 0.500000 0.146264 0.474961 0.000000 0.000000 0.000000
3.825024 0.500000 0.149526 0.478890 0.000000 0.000000 0.000000
3.876576 0.500000 0.151680 0.481461 0.000000 0.000000 0.000000
3.904104 0.500000 0.153401 0.485015 0.000000 0.000000 0.000000
3.950358 0.500000 0.154639 0.487762 0.000000 0.000000 0.000000
3.981090 0.500000 0.155769 0.491359 0.000000 0.000000 0.000000
4.012120 0.500000 0.156188 0.495907 0.000000 0.000000 0.000000
4.044158 0.500000 0.156016 0.499268 0.000000 0.000000 0.000000
4.066212 0.500000 0.155334 0.503703 0.000000 0.000000 0.000000
4.091743 0.500000 0.153324 0.508842 0.000000 0.000000 0.000000
4.123366 0.500000 0.151972 0.512749 0.000000 0.000000 0.000000
4.156641 0.500000 0.149598 0.517795 0.000000 0.000000 0.000000
4.187694 0.500000 0.147885 0.522474 0.000000 0.000000 0.000000
4.218748 0.500000 0.145659 0.527031 0.000000 0.000000 0.000000
4.281212 0.500000 0.144040 0.530662 0.000000 0.000000 0.000000
4.313262 0.500000 0.143055 0.534121 0.000000 0.000000 0.000000
4.344987 0.500000 0.142906 0.536851 0.000000 0.000000 0.000000
4.376155 0.500000 0.139823 0.540340 0.000000 0.000000 0.000000
4.407465 0.500000 0.134316 0.544561 0.000000 0.000000 0.000000
4.438670 0.500000 0.130210 0.547665 0.000000 0.000000 0.000000
4.469874 0.500000 0.123290 0.551516 0.000000 0.000000 0.000000
4.501960 0.500000 0.114063 0.555278 0.000000 0.000000 0.000000
4.532586 0.500000 0.107019 0.558064 0.000000 0.000000 0.000000
4.563486 0.500000 0.098247 0.561042 0.000000 0.000000 0.000000
4.594337 0.500000 0.087090 0.563907 0.000000 0.000000 0.000000
4.626079 0.500000 0.074929 0.566697 0.000000 0.000000 0.000000
4.687783 0.500000 0.065342 0.568754 0.000000 0.000000 0.000000
4.719830 0.500000 0.053937 0.571027 0.000000 0.000000 0.000000
4.750875 0.500000 0.044983 0.572577 0.000000 0.000000 0.000000
4.781436 0.500000 0.035055 0.574010 0.000000 0.000000 0.000000
4.815005 0.500000 0.024209 0.575141 0.000000 0.000000 0.000000
4.847046 0.500000 0.015877 0.576029 0.000000 0.000000 0.000000
4.875119 0.500000 0.006855 0.576480 0.000000 0.000000 0.000000
4.906138 0.500000 -0.003346 0.576502 0.000000 0.000000 0.000000
4.937672 0.500000 -0.011132 0.576595 0.000000 0.000000 0.000000
4.968877 0.500000 -0.020080 0.575995 0.000000 0.000000 0.000000
4.999575 0.500000 -0.030462 0.574803 0.000000 0.000000 0.000000
5.047570 0.500000 -0.038616 0.573899 0.000000 0.000000 0.000000
5.078271 0.500000 -0.047889 0.572776 0.000000 0.000000 0.000000
5.108197 0.500000 -0.058705 0.571009 0.000000 0.000000 0.000000
5.139613 0.500000 -0.066724 0.569709 0.000000 0.000000 0.000000
5.170844 0.500000 -0.075640 0.567752 0.000000 0.000000 0.000000
5.201936 0.500000 -0.085460 0.564647 0.000000 0.000000 0.000000
5.233484 0.500000 -0.092886 0.562226 0.000000 0.000000 0.000000
5.265570 0.500000 -0.101051 0.558650 0.000000 0.000000 0.000000
5.296197 0.500000 -0.109413 0.553974 0.000000 0.000000 0.000000
5.326757 0.500000 -0.115856 0.550582 0.000000 0.000000 0.000000
5.358002 0.500000 -0.122600 0.545855 0.000000 0.000000 0.000000
5.389549 0.500000 -0.127706 0.542383 0.000000 0.000000 0.000000
5.420327 0.500000 -0.132703 0.537537 0.000000 0.000000 0.000000
5.451860 0.500000 -0.137409 0.531786 0.000000 0.000000 0.000000
5.498437 0.500000 -0.141181 0.525317 0.000000 0.000000 0.000000
5.545990 0.500000 -0.143895 0.520300 0.000000 0.000000 0.000000
5.576658 0.500000 -0.145584 0.514136 0.000000 0.000000 0.000000
5.606979 0.500000 -0.146758 0.506696 0.000000 0.000000 0.000000
5.638512 0.500000 -0.148022 0.501707 0.000000 0.000000 0.000000
5.670637 0.500000 -0.147314 0.494558 0.000000 0.000000 0.000000
5.701838 0.500000 -0.156746 0.475495 0.000000 0.000000 0.000000
5.762512 0.500000 -0.168470 0.459767 0.000000 0.000000 0.000000
5.794219 0.500000 -0.174380 0.443995 0.000000 0.000000 0.000000
5.824501 0.500000 -0.170117 0.435275 0.000000 0.000000 0.000000
5.855752 0.500000 -0.158270 0.437663 0.000000 0.000000 0.000000
5.887314 0.500000 -0.153148 0.428686 0.000000 0.000000 0.000000
5.918896 0.500000 -0.146849 0.415540 0.000000 0.000000 0.000000
5.952961 0.500000 -0.137359 0.414161 0.000000 0.000000 0.000000
5.982036 0.500000 -0.130720 0.404819 0.000000 0.000000 0.000000
6.014104 0.500000 -0.120531 0.395019 0.000000 0.000000 0.000000
6.689182 0.500000 -0.066290 0.408890 0.000000 0.000000 0.000000
6.753812 0.500000 -0.026227 0.419333 0.000000 0.000000 0.000000
6.785391 0.500000 0.005091 0.428146 0.000000 0.000000 0.000000
6.815978 0.500000 0.028180 0.436283 0.000000 0.000000 0.000000
6.848416 0.500000 0.045640 0.442417 0.000000 0.000000 0.000000
6.878467 0.500000 0.058761 0.448268 0.000000 0.000000 0.000000
6.910044 0.500000 0.068518 0.452715 0.000000 0.000000 0.000000
6.941183 0.500000 0.075795 0.457066 0.000000 0.000000 0.000000
6.972605 0.500000 0.081052 0.461420 0.000000 0.000000 0.000000
7.003699 0.500000 0.085018 0.464621 0.000000 0.000000 0.000000
7.035500 0.500000 0.087614 0.468040 0.000000 0.000000 0.000000
7.066293 0.500000 0.088877 0.471089 0.000000 0.000000 0.000000
7.099852 0.500000 0.089410 0.473903 0.000000 0.000000 0.000000
7.144065 0.500000 0.089911 0.475901 0.000000 0.000000 0.000000
7.174682 0.500000 0.089670 0.477913 0.000000 0.000000 0.000000
7.206856 0.500000 0.089524 0.479477 0.000000 0.000000 0.000000
7.237475 0.500000 0.088695 0.481465 0.000000 0.000000 0.000000
7.269597 0.500000 0.087891 0.483671 0.000000 0.000000 0.000000
7.316731 0.500000 0.087301 0.485369 0.000000 0.000000 0.000000
7.349770 0.500000 0.086507 0.487581 0.000000 0.000000 0.000000
7.380198 0.500000 0.085469 0.490152 0.000000 0.000000 0.000000
7.407720 0.500000 0.084697 0.492233 0.000000 0.000000 0.000000
7.439123 0.500000 0.082912 0.495274 0.000000 0.000000 0.000000
7.469988 0.500000 0.080977 0.498692 0.000000 0.000000 0.000000
7.500520 0.500000 0.078562 0.502535 0.000000 0.000000 0.000000
7.562554 0.500000 0.076820 0.505531 0.000000 0.000000 0.000000
7.593094 0.500000 0.074818 0.508998 0.000000 0.000000 0.000000
7.624145 0.500000 0.073243 0.511606 0.000000 0.000000 0.000000
7.655181 0.500000 0.071809 0.514947 0.000000 0.000000 0.000000
7.686957 0.500000 0.069222 0.518913 0.000000 0.000000 0.000000
7.718724 0.500000 0.066983 0.521813 0.000000 0.000000 0.000000
7.750254 0.500000 0.064655 0.525499 0.000000 0.000000 0.000000
7.780941 0.500000 0.061768 0.528873 0.000000 0.000000 0.000000
7.813219 0.500000 0.059685 0.531611 0.000000 0.000000 0.000000
7.844376 0.500000 0.056628 0.534427 0.000000 0.000000 0.000000
7.876016 0.500000 0.053866 0.536924 0.000000 0.000000 0.000000
7.904474 0.500000 0.051788 0.538771 0.000000 0.000000 0.000000
7.953365 0.500000 0.050209 0.540118 0.000000 0.000000 0.000000
7.983960 0.500000 0.049425 0.541000 0.000000 0.000000 0.000000
8.014988 0.500000 0.048639 0.541489 0.000000 0.000000 0.000000
8.045689 0.500000 0.047827 0.541835 0.000000 0.000000 0.000000
8.077418 0.500000 0.046224 0.542434 0.000000 0.000000 0.000000
8.108963 0.500000 0.044975 0.542809 0.000000 0.000000 0.000000
8.141191 0.500000 0.043214 0.543823 0.000000 0.000000 0.000000
8.172861 0.500000 0.041136 0.545640 0.000000 0.000000 0.000000
8.203864 0.500000 0.039391 0.547017 0.000000 0.000000 0.000000
8.235032 0.500000 0.037664 0.548431 0.000000 0.000000 0.000000
8.265862 0.500000 0.035615 0.549000 0.000000 0.000000 0.000000
8.313258 0.500000 0.034260 0.549743 0.000000 0.000000 0.000000
8.343931 0.500000 0.031861 0.549223 0.000000 0.000000 0.000000
8.374753 0.500000 0.028838 0.548418 0.000000 0.000000 0.000000
8.406307 0.500000 0.026627 0.547921 0.000000 0.000000 0.000000
8.436366 0.500000 0.024099 0.547530 0.000000 0.000000 0.000000
8.467030 0.500000 0.021067 0.547690 0.000000 0.000000 0.000000
8.497921 0.500000 0.018859 0.547795 0.000000 0.000000 0.000000
8.528635 0.500000 0.016347 0.548425 0.000000 0.000000 0.000000
8.560204 0.500000 0.013229 0.549466 0.000000 0.000000 0.000000
8.592507 0.500000 0.010749 0.550334 0.000000 0.000000 0.000000
8.623570 0.500000 0.007422 0.551273 0.000000 0.000000 0.000000
8.656342 0.500000 0.003018 0.552245 0.000000 0.000000 0.000000
8.700367 0.500000 -0.000422 0.553006 0.000000 0.000000 0.000000
8.732121 0.500000 -0.004812 0.553564 0.000000 0.000000 0.000000
8.763192 0.500000 -0.009885 0.553716 0.000000 0.000000 0.000000
8.809543 0.500000 -0.013777 0.554317 0.000000 0.000000 0.000000
8.841357 0.500000 -0.018362 0.554564 0.000000 0.000000 0.000000
8.872235 0.500000 -0.022963 0.554185 0.000000 0.000000 0.000000
8.903521 0.500000 -0.026449 0.553782 0.000000 0.000000 0.000000
8.935208 0.500000 -0.029775 0.553081 0.000000 0.000000 0.000000
8.965827 0.500000 -0.033404 0.552164 0.000000 0.000000 0.000000
9.028681 0.500000 -0.038331 0.550698 0.000000 0.000000 0.000000
9.060050 0.500000 -0.045867 0.549622 0.000000 0.000000 0.000000
9.107695 0.500000 -0.050981 0.548227 0.000000 0.000000 0.000000
9.139323 0.500000 -0.055808 0.546797 0.000000 0.000000 0.000000
9.170508 0.500000 -0.058867 0.545157 0.000000 0.000000 0.000000
9.201266 0.500000 -0.060003 0.543548 0.000000 0.000000 0.000000
9.232805 0.500000 -0.061690 0.542361 0.000000 0.000000 0.000000
9.263792 0.500000 -0.067405 0.540918 0.000000 0.000000 0.000000
9.294950 0.500000 -0.066532 0.539597 0.000000 0.000000 0.000000
9.327993 0.500000 -0.066852 0.537178 0.000000 0.000000 0.000000
9.357048 0.500000 -0.068051 0.534597 0.000000 0.000000 0.000000
9.403424 0.500000 -0.068588 0.532939 0.000000 0.000000 0.000000
9.434519 0.500000 -0.069353 0.531603 0.000000 0.000000 0.000000
9.465175 0.500000 -0.069813 0.530493 0.000000 0.000000 0.000000
9.512590 0.500000 -0.069923 0.529301 0.000000 0.000000 0.000000
9.544632 0.500000 -0.070138 0.528153 0.000000 0.000000 0.000000
9.574805 0.500000 -0.070244 0.526510 0.000000 0.000000 0.000000
9.607336 0.500000 -0.071150 0.525698 0.000000 0.000000 0.000000
9.637649 0.500000 -0.071654 0.524356 0.000000 0.000000 0.000000
9.668205 0.500000 -0.071827 0.522826 0.000000 0.000000 0.000000
9.699283 0.500000 -0.072201 0.521807 0.000000 0.000000 0.000000
9.729823 0.500000 -0.072853 0.520732 0.000000 0.000000 0.000000
9.761001 0.500000 -0.074011 0.520278 0.000000 0.000000 0.000000
9.792593 0.500000 -0.074486 0.519547 0.000000 0.000000 0.000000
9.823374 0.500000 -0.074820 0.518435 0.000000 0.000000 0.000000
9.857950 0.500000 -0.075521 0.517348 0.000000 0.000000 0.000000
9.903587 0.500000 -0.076175 0.516413 0.000000 0.000000 0.000000
9.935132 0.500000 -0.077782 0.514738 0.000000 0.000000 0.000000
9.965674 0.500000 -0.080016 0.512849 0.000000 0.000000 0.000000
9.996483 0.500000 -0.081287 0.511284 0.000000 0.000000 0.000000
