# MediaPipe Hand Trajectory Data
# Format: time(s) x(m) y(m) z(m) roll(rad) pitch(rad) yaw(rad)
# Duration: 9.957s, Samples: 301
# Max Linear Vel: 0.476 m/s, Max Angular Vel: 0.000 rad/s
# Max Linear Accel: 4.237 m/s^2, Max Angular Accel: 0.000 rad/s^2
# Total Distance: 0.730m, Total Rotation: 0.000rad
# Robot base frame: +x forward, +y left, +z up
# Recorded in ZY plane with fixed X
9.323487 0.531222 -0.123933 0.453876 0.000000 0.000000 0.000000
9.354811 0.531847 -0.126525 0.452764 0.000000 0.000000 0.000000
9.385523 0.532491 -0.129537 0.451051 0.000000 0.000000 0.000000
9.417016 0.532911 -0.132152 0.448838 0.000000 0.000000 0.000000
9.447674 0.533174 -0.134055 0.447009 0.000000 0.000000 0.000000
9.479224 0.533120 -0.134952 0.445225 0.000000 0.000000 0.000000
9.511688 0.532494 -0.133962 0.443641 0.000000 0.000000 0.000000
9.559891 0.532042 -0.133289 0.442430 0.000000 0.000000 0.000000
9.591085 0.530960 -0.130156 0.442073 0.000000 0.000000 0.000000
9.620102 0.529530 -0.125436 0.442583 0.000000 0.000000 0.000000
9.667615 0.528577 -0.122222 0.443040 0.000000 0.000000 0.000000
9.699313 0.527042 -0.116776 0.444217 0.000000 0.000000 0.000000
9.730724 0.525317 -0.110137 0.446417 0.000000 0.000000 0.000000
9.763993 0.524122 -0.105486 0.448028 0.000000 0.000000 0.000000
9.792610 0.522555 -0.099486 0.449974 0.000000 0.000000 0.000000
9.824222 0.520974 -0.093491 0.451841 0.000000 0.000000 0.000000
9.855273 0.519840 -0.089116 0.453303 0.000000 0.000000 0.000000
9.886348 0.518556 -0.084426 0.454516 0.000000 0.000000 0.000000
9.917904 0.517296 -0.080048 0.455332 0.000000 0.000000 0.000000
9.964186 0.516385 -0.076892 0.455903 0.000000 0.000000 0.000000
9.997162 0.515494 -0.074035 0.456082 0.000000 0.000000 0.000000
